x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,label
0.169571712569343,-1.4953735021661887,-3.0922136933986994,3.7495153988861807,-1.6148648066038545,-3.227856002876874,-1.1361778042183597,0.3355573873314683,-5.892129695960725,-0.15132723354498157,-0.6170816398873945,3.410344189603434,0.2904344261782814,0.6714782633406599,-1.58695884879544,1.4208994105577213,-7.555999338099444,4.798212858327801,-2.1501280284892563,-0.7563964642900265,1
-4.783510189946494,-2.8134083783430937,-0.5993868658538899,-0.5999970097658043,4.747531972979256,-1.1934284629206708,0.9616578934341885,0.8903852287161291,1.4005080830884526,1.688124604449761,1.3408489271855055,-2.8907706959133206,2.9523068196835958,-0.4825591862162617,2.745922452291233,0.05518174862548267,2.198750825339953,3.6136883873576062,-1.7555380341427576,-4.026978848428347,0
-5.256873003246941,-3.3797217668919113,-4.157313641531353,3.370241517711479,-6.153029110421379,-0.5416260634684935,-0.4767566728624607,0.5228736985223301,1.4477216860743691,-0.8331097467188657,-0.6003307184225876,1.4369931733146672,0.8242205147403161,-0.46152043542000004,-3.6509183302951103,1.0658190658409683,-2.8047689823376376,0.16533268166858495,-1.0504861060728459,-2.25738642611559,1
-1.196122327118834,-4.765539815836876,-0.7335436585166601,0.9866048976337602,1.634682842931241,-1.3852272774993848,2.1614557826074527,0.950194936403017,-4.637369843994436,-3.4657547164903524,0.953974673742024,-1.2728897695962917,-2.147097942640746,0.013294408797367537,1.594784527308882,0.2971153545302283,-1.7338251270333114,4.799229716418255,-0.9240254576180835,2.426529380020508,1
-2.453063197146084,4.8712948725956515,4.571597663411547,-0.9113289939634446,-2.288525139295928,0.7704590499605153,-1.2121984758804885,-0.3079772193399774,4.235037815457878,2.309532799940438,-0.3903318951829699,2.1431764962684703,-1.318585070974662,0.6051011994734627,-1.958070589252721,-0.3009697321337093,6.29542259424753,-0.46895356387665377,-0.9304083112642378,7.458827098133499,1
-4.041228829857604,-7.825706428453139,-0.8735652166222487,1.8499634967740755,2.4334367789381313,0.324324799633366,1.3453269568148967,-0.8708938307617653,0.7171436075873167,-1.1415362461759138,-0.17684273588557628,-2.172848003735396,-4.670809160054143,-0.12956207767325487,4.791543152562525,-0.3714193002188034,3.671427500167033,3.0086638588409524,-0.11514184232286051,3.133358558929413,1
2.8152063409294232,2.81478697373524,-2.6766994312351162,-4.988709502431077,10.372025894812156,-3.3274451102148506,-1.1468910752086467,0.07325604626514633,0.7662360198137429,2.5771904745659664,-0.27750678131200457,-2.594357313678092,4.592634934336756,0.4483350189542156,3.267669635441954,0.8468764550696528,-5.108962471405672,-0.3485429421792223,-2.113663200525828,-14.278875960891266,0
-3.2813946612540885,-4.185778958886745,-4.264171730025086,4.406183403513591,-1.1205236241964298,-2.051928207061691,-0.08445101655976754,-0.18461494316540178,-1.482774314175427,1.963473146481153,-0.06906709006049983,-2.65587399635161,1.2423004200747565,0.5883157315522474,-2.53875333224295,-0.5108143280510798,-4.609241137201908,-1.602256591766059,-0.9815790524108245,-7.772400813652084,0
-5.698226837222983,0.0587231748213328,0.5298191205879026,-2.368710945238491,2.7852941001066798,-0.8070923159232135,-0.18234496466128175,0.6338248751314084,5.386066839861835,1.3460211674606168,1.9618479333125822,-2.11679702542116,3.6863938924182635,-0.7650001308417546,0.556199631944708,1.1422420799783892,2.9982246204717202,-0.6001506046221956,-2.6956513096198718,-6.195053238885252,0
-4.07068316153741,5.19550928807631,3.350283274050365,-1.2785323047536221,-5.0445885983987315,2.186740655743109,0.8050065056042585,-1.5915361702629902,7.945409822060714,2.5956808551171187,-2.0130780684741425,4.1931894752626295,-1.9276830986330593,0.05549221116150572,-1.3442031681208664,0.9692803368877678,10.028718067674813,1.5605956933139131,1.7876882489689572,12.56225142429555,1
