x,y
0.0,4.528104691935328
0.20408163265306123,2.3105184983670997
0.40816326530612246,3.9778841314767845
0.6122448979591837,7.012398643300875
0.8163265306122449,6.775932306830548
1.0204081632653061,1.5964646484104432
1.2244897959183674,5.961401324847097
1.4285714285714286,4.268714154833176
1.6326530612244898,4.875194949474109
1.836734693877551,6.413033738570623
2.0408163265306123,6.390127958648287
2.2448979591836737,9.520791911885135
2.4489795918367347,8.644524429885823
2.6530612244897958,7.876003094210146
2.857142857142857,9.030583608347994
3.0612244897959187,9.32040987923833
3.2653061224489797,12.151423452437662
3.4693877551020407,9.2631528602235
3.673469387755102,10.809808872689558
3.8775510204081636,8.985686072416959
4.081632653061225,6.098102000984904
4.285714285714286,13.021522905166435
4.4897959183673475,13.953362193637382
4.6938775510204085,11.250363836738137
4.8979591836734695,17.78440720715889
5.1020408163265305,10.846370691618796
5.3061224489795915,14.356823157051872
5.510204081632653,14.401142504029966
5.714285714285714,18.3512727144312
5.918367346938775,18.73463590714751
6.122448979591837,16.616017300373425
6.326530612244898,17.572651569816593
6.530612244897959,15.550959116984673
6.73469387755102,13.875141757429699
6.938775510204081,17.6511144768579
7.142857142857143,19.16984079535082
7.346938775510204,21.827928300230955
7.551020408163265,22.282310717976983
7.755102040816327,19.61310146722491
7.959183673469388,20.2933536825228
8.16326530612245,19.311057335171938
8.36734693877551,19.078331472580825
8.571428571428571,19.016031047321402
8.775510204081632,26.840326300667662
8.979591836734695,22.429675228333434
9.183673469387756,23.083035070247018
9.387755102040817,21.963797035002187
9.591836734693878,26.534572548398515
9.795918367346939,22.262000223251448
10.0,25.57451943957206
