feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,label
1.387226057755131,4.12259138471845,2.638195793222485,-0.7060580397505559,2.458176725315476,-2.1497282244717,-1.3907753983283704,-1.7654647528939753,-4.261448666952384,-0.1900878938413597,-6.852627630759387,-0.4628361105331782,1.501661948109951,2.758954767204187,-4.181515819532142,0.7979740544418342,7.4871789332623155,5.567232908576825,0.5886074306133202,-0.7507869994440278,1
-5.830700448908163,-0.6102495243994632,-1.4016502257169827,3.104589969651074,6.056895751933371,1.3663585262467477,2.1770043103763963,-1.7551391704069674,0.13254682300993856,-0.5116533813894548,4.321810282663346,-1.0059155606953485,4.672527681143729,-0.2222201111522022,-1.7270509633341529,0.46955063418625564,5.771123617851196,2.4580753066308763,-3.700198687125312,0.29621379019445526,0
2.5998350457106976,4.81811490593603,2.1768367648676863,-1.5013345729501801,4.256112759465752,-4.79617277470596,-0.23383451531500898,-1.5441519192606101,-1.8895590621839378,-2.4026032524911325,-4.699091075303833,-0.29400359003834153,1.5749404203338244,3.4838592762766334,-7.829422511776757,0.4825677764750942,7.669737577667247,4.777895735133411,2.5622729015235155,0.23265900774499215,1
4.500407837926281,-0.2881918815350315,-0.2696786499640167,-4.694434998214286,-2.701575279942577,3.396315556521868,-0.2051193641053768,-3.1903164134611774,3.5781208686001387,-3.991843485290862,1.2775399149526905,0.9496083223942839,3.1119718058219448,0.7176927664094859,1.062176145218577,-0.04431761198491868,4.244032270708694,1.198151525096657,1.6891214917652573,0.007131644957831584,1
-2.812133316978643,4.3436677026860995,-0.5855222527007597,1.119403682728442,8.135499097236394,-1.9817886392172634,2.523689211974547,5.7919932251052435,4.737777479479858,2.272921786385843,-5.05857797016195,-1.7359992323234867,1.7059248798375064,-0.4203124284561659,1.8382105219958746,0.8702209243762473,-4.332700747239456,-0.06560776045084915,1.168280747799452,-0.004443293241695789,1
3.5899519086365865,-0.8116461880070689,3.9437124271732977,-2.1863025759489747,0.3111080966757521,-4.589896235821387,0.21857580516237052,-1.6217708300381124,-8.163986527623397,-2.6757034141514464,-1.9921496149830673,-2.295441860033306,-0.359917279217418,1.0265145225759524,-9.366595870269633,2.845535301630746,-2.449392851520586,-2.243727503126303,-0.06312962449710435,-4.748116111027211,1
-4.82763567519839,-0.12355365076778968,1.287851330645097,-0.45758348406245064,6.627592368987548,0.6936189702226883,-0.4923078182736489,0.39910460008181614,-6.834573840187693,-1.6242617139037159,-0.18471947613483214,-3.1509031711359756,1.3703970067142435,3.371977511396306,-3.541130000909669,3.4821285562893802,3.1445921616817603,0.22845011436613616,-3.177593595781522,-3.0859287796205526,1
1.140398192300375,-1.6667634807053613,1.322707727811904,1.0505081196475388,-9.075090227970781,3.9700138441850665,-2.5481852840138517,-0.5203192870881803,3.290782741903358,1.940107401835002,4.906619662078424,-1.906321011484799,-0.12559365676832723,-2.039589822874402,3.245251286206404,-1.168623501429904,-6.286012490694557,-2.343219446298132,-1.2165067567260723,2.157931370151494,1
-0.8894152553433039,0.7071395321179739,1.690013208438917,-2.4751870318842886,1.6853167394879975,1.2849400345826978,1.2811986250227538,-2.524769042048617,-1.918849239556884,-0.09704659762245493,-1.528110659310652,-2.216349047038706,0.16139144919993087,0.9434668576402208,-0.7256983680562703,-0.8352419769782689,3.9156389967444984,0.829444594773074,-0.2522106489652952,1.3229242752737007,1
-1.4656846746400443,-0.9377164363244697,-2.3132970128991865,-2.5647397499333837,5.672993926228674,1.496814560128343,-0.6647326384403311,-1.200070666486155,-2.2642739970216654,-1.8704628716073122,1.3016205034122719,-2.9084089906548343,-0.5617759631807633,1.9591179919766415,-0.18437047943329296,0.07863368695361306,4.29576916156457,0.841156169618054,-1.8749156950277963,-3.0616550909977573,0
